Total Nacional;Comunidades y Ciudades Autónomas;General, vivienda nueva y de segunda mano;Índices y tasas;Periodo;Total
Nacional;17 Rioja, La;Vivienda nueva;Variación anual;2019T1;7,8
Nacional;17 Rioja, La;Vivienda nueva;Variación anual;2018T4;7,4
Nacional;17 Rioja, La;Vivienda nueva;Variación anual;2018T3;8,8
Nacional;17 Rioja, La;Vivienda nueva;Variación anual;2018T2;6,8
Nacional;17 Rioja, La;Vivienda nueva;Variación anual;2018T1;6,5
Nacional;17 Rioja, La;Vivienda nueva;Variación anual;2017T4;3,5
Nacional;17 Rioja, La;Vivienda nueva;Variación anual;2017T3;0,0
Nacional;17 Rioja, La;Vivienda nueva;Variación anual;2017T2;-0,1
Nacional;17 Rioja, La;Vivienda nueva;Variación anual;2017T1;4,9
Nacional;17 Rioja, La;Vivienda nueva;Variación anual;2016T4;3,9
Nacional;17 Rioja, La;Vivienda nueva;Variación anual;2016T3;7,5
Nacional;17 Rioja, La;Vivienda nueva;Variación anual;2016T2;8,5
Nacional;17 Rioja, La;Vivienda nueva;Variación anual;2016T1;4,3
Nacional;17 Rioja, La;Vivienda nueva;Variación anual;2015T4;3,0
Nacional;17 Rioja, La;Vivienda nueva;Variación anual;2015T3;2,4
Nacional;17 Rioja, La;Vivienda nueva;Variación anual;2015T2;1,0
Nacional;17 Rioja, La;Vivienda nueva;Variación anual;2015T1;-1,1
Nacional;17 Rioja, La;Vivienda nueva;Variación anual;2014T4;-0,1
Nacional;17 Rioja, La;Vivienda nueva;Variación anual;2014T3;-6,1
Nacional;17 Rioja, La;Vivienda nueva;Variación anual;2014T2;-3,7
Nacional;17 Rioja, La;Vivienda nueva;Variación anual;2014T1;-4,5
Nacional;17 Rioja, La;Vivienda nueva;Variación anual;2013T4;-13,6
Nacional;17 Rioja, La;Vivienda nueva;Variación anual;2013T3;-8,5
Nacional;17 Rioja, La;Vivienda nueva;Variación anual;2013T2;-14,9
Nacional;17 Rioja, La;Vivienda nueva;Variación anual;2013T1;-17,8
Nacional;17 Rioja, La;Vivienda nueva;Variación anual;2012T4;-12,8
Nacional;17 Rioja, La;Vivienda nueva;Variación anual;2012T3;-15,9
Nacional;17 Rioja, La;Vivienda nueva;Variación anual;2012T2;-13,7
Nacional;17 Rioja, La;Vivienda nueva;Variación anual;2012T1;-11,9
Nacional;17 Rioja, La;Vivienda nueva;Variación anual;2011T4;-12,9
Nacional;17 Rioja, La;Vivienda nueva;Variación anual;2011T3;-10,6
Nacional;17 Rioja, La;Vivienda nueva;Variación anual;2011T2;-10,5
Nacional;17 Rioja, La;Vivienda nueva;Variación anual;2011T1;-7,1
Nacional;17 Rioja, La;Vivienda nueva;Variación anual;2010T4;-7,7
Nacional;17 Rioja, La;Vivienda nueva;Variación anual;2010T3;-5,3
Nacional;17 Rioja, La;Vivienda nueva;Variación anual;2010T2;-3,7
Nacional;17 Rioja, La;Vivienda nueva;Variación anual;2010T1;-4,9
Nacional;17 Rioja, La;Vivienda nueva;Variación anual;2009T4;-4,0
Nacional;17 Rioja, La;Vivienda nueva;Variación anual;2009T3;-4,0
Nacional;17 Rioja, La;Vivienda nueva;Variación anual;2009T2;-5,1
Nacional;17 Rioja, La;Vivienda nueva;Variación anual;2009T1;-5,0
Nacional;17 Rioja, La;Vivienda nueva;Variación anual;2008T4;-0,3
Nacional;17 Rioja, La;Vivienda nueva;Variación anual;2008T3;2,2
Nacional;17 Rioja, La;Vivienda nueva;Variación anual;2008T2;6,0
Nacional;17 Rioja, La;Vivienda nueva;Variación anual;2008T1;8,2
Nacional;17 Rioja, La;Vivienda nueva;Variación anual;2007T4;12,2
Nacional;17 Rioja, La;Vivienda nueva;Variación anual;2007T3;12,1
Nacional;17 Rioja, La;Vivienda nueva;Variación anual;2007T2;14,0
Nacional;17 Rioja, La;Vivienda nueva;Variación anual;2007T1;13,6
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2025T3;7,6
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2025T2;6,8
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2025T1;4,7
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2024T4;11,9
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2024T3;7,4
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2024T2;6,9
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2024T1;7,5
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2023T4;4,9
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2023T3;3,2
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2023T2;2,8
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2023T1;1,7
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2022T4;7,8
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2022T3;5,0
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2022T2;4,0
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2022T1;2,0
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2021T4;5,6
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2021T3;5,3
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2021T2;2,2
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2021T1;-0,1
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2020T4;6,3
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2020T3;6,4
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2020T2;3,4
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2020T1;0,1
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2019T4;9,4
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2019T3;7,4
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2019T2;8,3
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2019T1;5,2
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2018T4;7,4
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2018T3;8,8
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2018T2;6,4
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2018T1;4,8
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2017T4;3,5
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2017T3;3,4
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2017T2;3,1
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2017T1;1,8
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2016T4;3,9
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2016T3;7,4
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2016T2;7,1
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2016T1;0,9
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2015T4;3,0
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2015T3;2,9
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2015T2;1,8
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2015T1;-0,4
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2014T4;-0,1
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2014T3;0,3
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2014T2;0,6
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2014T1;0,6
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2013T4;-13,6
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2013T3;-7,7
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2013T2;-9,8
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2013T1;-9,0
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2012T4;-12,8
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2012T3;-12,0
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2012T2;-7,6
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2012T1;-3,5
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2011T4;-12,9
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2011T3;-8,9
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2011T2;-6,7
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2011T1;-4,7
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2010T4;-7,7
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2010T3;-5,9
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2010T2;-3,8
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2010T1;-5,3
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2009T4;-4,0
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2009T3;-4,7
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2009T2;-4,1
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2009T1;-4,4
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2008T4;-0,3
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2008T3;-1,0
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2008T2;0,6
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2008T1;0,3
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2007T4;12,2
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2007T3;8,6
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2007T2;6,5
Nacional;17 Rioja, La;Vivienda nueva;Variación en lo que va de año;2007T1;3,9
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2025T3;2,9
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2025T2;4,5
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2025T1;4,7
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2024T4;2,1
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2024T3;2,4
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2024T2;4,4
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2024T1;2,5
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2023T4;-0,3
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2023T3;1,7
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2023T2;2,2
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2023T1;0,1
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2022T4;-2,4
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2022T3;2,4
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2022T2;2,2
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2022T1;3,0
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2021T4;0,5
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2021T3;1,9
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2021T2;1,6
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2021T1;1,0
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2020T4;0,4
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2020T3;-1,1
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2020T2;0,6
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2020T1;0,5
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2019T4;0,4
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2019T3;0,4
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2019T2;1,7
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2019T1;1,6
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2018T4;0,5
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2018T3;2,0
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2018T2;1,9
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2018T1;0,9
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2017T4;1,6
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2017T3;-0,3
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2017T2;0,8
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2017T1;1,6
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2016T4;-0,6
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2016T3;0,1
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2016T2;0,5
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2016T1;-0,4
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2015T4;0,9
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2015T3;-1,0
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2015T2;4,2
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2015T1;-2,8
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2014T4;0,2
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2014T3;-0,2
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2014T2;1,4
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2014T1;-1,0
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2013T4;-1,4
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2013T3;1,0
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2013T2;-1,3
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2013T1;-8,6
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2012T4;-1,9
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2012T3;-4,2
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2012T2;-5,1
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2012T1;-4,8
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2011T4;-4,4
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2011T3;-4,4
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2011T2;-1,1
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2011T1;-7,7
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2010T4;0,6
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2010T3;-3,8
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2010T2;1,7
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2010T1;-1,3
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2009T4;1,6
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2009T3;1,0
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2009T2;0,4
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2009T1;-3,8
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2008T4;-1,7
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2008T3;-3,8
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2008T2;-4,0
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2008T1;-0,1
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2007T4;-0,4
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2007T3;0,5
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2007T2;3,7
Nacional;17 Rioja, La;Vivienda segunda mano;Variación trimestral;2007T1;-0,5
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2025T3;14,9
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2025T2;14,3
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2025T1;14,3
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2024T4;11,9
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2024T3;9,3
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2024T2;8,5
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2024T1;6,2
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2023T4;3,8
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2023T3;1,5
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2023T2;2,2
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2023T1;2,2
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2022T4;5,1
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2022T3;8,4
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2022T2;7,9
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2022T1;7,3
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2021T4;5,2
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2021T3;5,1
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2021T2;2,0
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2021T1;1,0
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2020T4;0,5
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2020T3;0,5
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2020T2;1,9
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2020T1;3,1
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2019T4;4,2
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2019T3;4,3
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2019T2;5,9
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2019T1;6,1
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2018T4;5,3
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2018T3;6,5
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2018T2;4,1
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2018T1;2,9
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2017T4;3,6
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2017T3;1,3
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2017T2;1,8
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2017T1;1,6
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2016T4;-0,4
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2016T3;1,2
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2016T2;0,1
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2016T1;3,7
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2015T4;1,2
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2015T3;0,5
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2015T2;1,3
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2015T1;-1,5
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2014T4;0,3
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2014T3;-1,3
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2014T2;-0,1
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2014T1;-2,7
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2013T4;-10,1
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2013T3;-10,5
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2013T2;-15,2
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2013T1;-18,4
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2012T4;-15,1
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2012T3;-17,3
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2012T2;-17,5
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2012T1;-14,0
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2011T4;-16,6
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2011T3;-12,2
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2011T2;-11,6
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2011T1;-9,0
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2010T4;-2,7
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2010T3;-1,9
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2010T2;3,0
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2010T1;1,7
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2009T4;-0,9
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2009T3;-4,1
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2009T2;-8,7
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2009T1;-12,7
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2008T4;-9,4
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2008T3;-8,1
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2008T2;-4,0
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2008T1;3,7
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2007T4;3,3
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2007T3;7,2
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2007T2;10,5
Nacional;17 Rioja, La;Vivienda segunda mano;Variación anual;2007T1;9,9
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2025T3;12,5
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2025T2;9,4
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2025T1;4,7
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2024T4;11,9
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2024T3;9,6
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2024T2;7,0
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2024T1;2,5
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2023T4;3,8
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2023T3;4,1
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2023T2;2,3
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2023T1;0,1
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2022T4;5,1
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2022T3;7,8
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2022T2;5,3
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2022T1;3,0
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2021T4;5,2
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2021T3;4,7
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2021T2;2,7
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2021T1;1,0
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2020T4;0,5
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2020T3;0,0
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2020T2;1,1
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2020T1;0,5
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2019T4;4,2
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2019T3;3,8
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2019T2;3,4
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2019T1;1,6
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2018T4;5,3
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2018T3;4,8
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2018T2;2,8
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2018T1;0,9
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2017T4;3,6
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2017T3;2,0
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2017T2;2,3
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2017T1;1,6
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2016T4;-0,4
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2016T3;0,3
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2016T2;0,2
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2016T1;-0,4
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2015T4;1,2
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2015T3;0,3
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2015T2;1,3
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2015T1;-2,8
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2014T4;0,3
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2014T3;0,1
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2014T2;0,3
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2014T1;-1,0
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2013T4;-10,1
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2013T3;-8,8
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2013T2;-9,7
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2013T1;-8,6
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2012T4;-15,1
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2012T3;-13,5
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2012T2;-9,7
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2012T1;-4,8
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2011T4;-16,6
Nacional;17 Rioja, La;Vivienda segunda mano;Variación en lo que va de año;2011T3;-12,8
